"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"0","47.3066169444444","-122.51388","122.51388","11.8451398671244","0.320704485855927","0.320704485855927","13","17213","","Point Defiance Ferry Dolphin Light","PA","47-18-23.821N","122-30-49.968W","Fl Y 10s","Night","","","","On dolphin.","SIREN: 1bl ev 25s (5s bl)::Private Aid",""
"0","47.5403875","-122.64702","122.64702","12.0938197006017","0.326709153050913","0.326709153050913","13","18096","","Port Orchard Yacht Club Light A","PA","47-32-25.395N","122-38-49.272W","Fl Y 10s","Night","7","","","On breakwater.","Private Aid",""
"0","47.5405236111111","-122.645904444444","122.645904444444","12.0938094616972","0.32745611046098","0.32745611046098","13","18097","","Port Orchard Yacht Club Light 2","PA","47-32-25.885N","122-38-45.256W","Fl R 10s","Night","7","","","On breakwater.","Private Aid",""
"0","47.5405530555556","-122.645689444444","122.645689444444","12.0938106849461","0.327602955634773","0.327602955634773","13","18098","","Port Orchard Yacht Club Light 3","PA","47-32-25.991N","122-38-44.482W","Fl G 10s","Night","7","","","On breakwater.","Private Aid",""
"0","47.5407575","-122.645384444444","122.645384444444","12.0939737195626","0.327944931988589","0.327944931988589","13","18099","","Port Orchard Yacht Club Light D","PA","47-32-26.727N","122-38-43.384W","Fl Y 10s","Night","7","","","On breakwater.","Private Aid",""
"0","47.3315438888889","-122.508230833333","122.508230833333","11.869197240299","0.32993150760615","0.32993150760615","13","17214.1","","Tahlequah Ferry Dolphin Light B","PA","47-19-53.558N","122-30-29.631W","Fl Y 10s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.3315625","-122.50763","122.50763","11.8691430474783","0.330525719524589","0.330525719524589","13","17214","","Tahlequah Ferry Dolphin Light A","PA","47-19-53.625N","122-30-27.468W","Fl Y 10s","Night","","","","On steel dolphin.","SIREN: 1bl ev 20s (10s bl)::Private Aid",""
"0","47.5441666666667","-122.639166666667","122.639166666667","12.0965470395042","0.334309183493691","0.334309183493691","13","18095","","Port Orchard Marina Entrance Light 2","PA","47-32-39.000N","122-38-21.000W","Fl R 4s","Night","5","","","On pedestal.","Private Aid",""
"0","47.5444444444444","-122.639444444444","122.639444444444","12.0968584576327","0.334375154757102","0.334375154757102","13","18090","","Port Orchard Marina Entrance Light 1","PA","47-32-40.000N","122-38-22.000W","Fl G 4s","Night","10","","","On pile.","Private Aid",""
"0","47.5449166666667","-122.635472222222","122.635472222222","12.0968128025108","0.337068957659406","0.337068957659406","13","18087","","Port Orchard Marina East Breakwater Light","PA","47-32-41.700N","122-38-07.700W","Fl Y 4s","Both","4","","","Floating breakwater.","Private Aid",""
"0","47.552","-122.64045","122.64045","12.1044806112385","0.340000111097038","0.340000111097038","13","18089","","Bremerton Floating Security Barrier Lights (77)","PA","47-33-07.200N","122-38-25.620W","Fl Y 2s","Night","","","","Gray floating barrier.","Navy maintained.  Floating steel barrier system marked by 77 lights.::Private Aid",""
"0","47.5537","-122.638066666667","122.638066666667","12.1058578233306","0.342751219677538","0.342751219677538","13","18089.5","","NOAA Sea Lion Float Light B","PA","47-33-13.320N","122-38-17.040W","Fl Y 4s","Night","","","","Floating wooden trap.","Private Aid",""
"0","47.2872222222222","-122.484166666667","122.484166666667","11.8223045518484","0.348846779635487","0.348846779635487","13","17121","","Ruston Way Outfall Lighted Buoy","PA","47-17-14.000N","122-29-03.000W","Fl Y 4s","Night","","","","Yellow.","Private Aid",""
"0","47.5611613888889","-122.624775","122.624775","12.1115458054205","0.356502793409864","0.356502793409864","13","18088.1","","Bremerton Ferry Terminal Dolphin Light A","PA","47-33-40.181N","122-37-29.190W","Fl Y 6s","Night","","","","On steel dolphin.","HORN: 1bl ev 10s (4s bl)::Private Aid",""
"0","47.5612702777778","-122.624228055556","122.624228055556","12.1115837064245","0.356910393394743","0.356910393394743","13","18088.2","","Bremerton Ferry Terminal Dolphin Light B","PA","47-33-40.573N","122-37-27.221W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.5613480555556","-122.624","122.624","12.1116316256789","0.357106740247698","0.357106740247698","13","18088.3","","Bremerton Ferry Terminal Dolphin Light C","PA","47-33-40.853N","122-37-26.400W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.5619194444444","-122.624150277778","122.624150277778","12.1122175583483","0.357482921645289","0.357482921645289","13","18088.5","","Bremerton Ferry Terminal Dolphin Light E","PA","47-33-42.910N","122-37-26.941W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.5615763888889","-122.623624444444","122.623624444444","12.1118099732529","0.357511521631615","0.357511521631615","13","18088.4","","Bremerton Ferry Terminal Dolphin Light D","PA","47-33-41.675N","122-37-25.048W","Fl Y 6s","Night","","","","On steel dolphin.","HORN: 2bl ev 15s ((2) 2s bl)::Private Aid",""
"0","47.5612833333333","-122.622380555556","122.622380555556","12.1113600810089","0.358003026689061","0.358003026689061","13","18086.6","","Bremerton Marina Float Light D","PA","47-33-40.620N","122-37-20.570W","Fl Y 4s","Both","","","","NY on dolphin.","Private Aid",""
"0","47.5617002777778","-122.622278333333","122.622278333333","12.1117605161026","0.35840054639478","0.35840054639478","13","18086.5","","Bremerton Marina South Entrance Light 2","PA","47-33-42.121N","122-37-20.202W","Fl R 2s","Both","","","","TR on floating breakwater.","Private Aid",""
"0","47.5623211111111","-122.620741111111","122.620741111111","12.1121796444244","0.359806595408676","0.359806595408676","13","18086.4","","Bremerton Marina Breakwater Light C","PA","47-33-44.356N","122-37-14.668W","Fl Y 4s","Both","","","","NY on floating breakwater.","Private Aid",""
"0","47.5636052777778","-122.619928888889","122.619928888889","12.1133494868875","0.361322787758293","0.361322787758293","13","18086.3","","Bremerton Marina Breakwater Light B","PA","47-33-48.979N","122-37-11.744W","Fl Y 4s","Both","","","","NY on floating breakwater.","Private Aid",""
"0","47.5647813888889","-122.62051","122.62051","12.1145902067581","0.361933179702547","0.361933179702547","13","18086.1","","Bremerton Marina North Entrance Light 1","PA","47-33-53.213N","122-37-13.836W","Fl G 2s","Both","","","","SG on floating breakwater.","Private Aid",""
"0","47.5645938888889","-122.620181944444","122.620181944444","12.1143623264693","0.361973756408932","0.361973756408932","13","18086.2","","Bremerton Marina Breakwater Light A","PA","47-33-52.538N","122-37-12.655W","Fl Y 4s","Both","","","","NY on floating breakwater.","Private Aid",""
"0","47.5947222222222","-122.661388888889","122.661388888889","12.1495648475162","0.365756275418107","0.365756275418107","13","18105","","Bass Point Light","PA","47-35-41.000N","122-39-41.000W","F Y","Night","5","","","On pile structure.","Private Aid",""
"0","47.6427666666667","-122.828166666667","122.828166666667","12.2200437168778","0.371248871829783","0.371248871829783","13","17857.1","","Olympic View Marina Floating Breakwater Light A","PA","47-38-33.960N","122-49-41.400W","Fl Y 4s","Night","","","","On floating breakwater.","Private Aid",""
"0","47.6430166666667","-122.828783333333","122.828783333333","12.2203797375616","0.37149190493857","0.37149190493857","13","17857.2","","Olympic View Marina Floating Breakwater Light B","PA","47-38-34.860N","122-49-43.620W","Fl Y 4s","Night","","","","On floating breakwater.","Private Aid",""
"0","47.6432666666667","-122.8294","122.8294","12.2207157852378","0.371735970267129","0.371735970267129","13","17857.3","","Olympic View Marina Floating Breakwater Light C","PA","47-38-35.760N","122-49-45.840W","Fl Y 4s","Night","","","","On floating breakwater.","Private Aid",""
"0","47.6435166666667","-122.830016666667","122.830016666667","12.2210518599044","0.371981065783664","0.371981065783664","13","17857.4","","Olympic View Marina Floating Breakwater Light D","PA","47-38-36.660N","122-49-48.060W","Fl Y 4s","Night","","","","On floating breakwater.","Private Aid",""
"0","47.3787666666667","-122.465216666667","122.465216666667","11.9109682152742","0.382768629725005","0.382768629725005","13","17097","","Quartermaster Harbor Research Light Buoy","PA","47-22-43.560N","122-27-54.780W","Fl Y 2s","Both","","","","","Private Aid",""
"0","47.2707","-122.4207","122.4207","11.7984796665693","0.411961866616308","0.411961866616308","13","17136","","Port Of Tacoma Terminal #8 Light A","PA","47-16-14.520N","122-25-14.520W","Q Y","Night","16","","","On Dolphin.","Private Aid",""
"0","47.2704","-122.420133333333","122.420133333333","11.7981168875755","0.412529255678238","0.412529255678238","13","17137","","Port Of Tacoma Terminal #8 Light B","PA","47-16-13.440N","122-25-12.480W","Q Y","Night","16","","","On corner of Pier.","Private Aid",""
"0","47.2783333333333","-122.42","122.42","11.8059831059437","0.412716830757414","0.412716830757414","13","17158","","Tacoma Outfall Lighted Buoy","PA","47-16-42.000N","122-25-12.000W","Fl Y 4s","Night","","","","Yellow.","Private Aid",""
"0","47.2944166666667","-122.41995","122.41995","11.8219557660578","0.413344266510511","0.413344266510511","13","17210","","Tyee Marina Entrance Light","PA","47-17-39.900N","122-25-11.820W","Fl G 10s","Night","","","","On floating breakwater.","Private Aid",""
"0","47.2716666666667","-122.418333333333","122.418333333333","11.7991698054964","0.414327684530277","0.414327684530277","13","17140","","Sitcum Waterway Light","PA","47-16-18.000N","122-25-06.000W","F Y","Night","14","","","On pile structure.","Private Aid",""
"0","47.5135411111111","-122.495581666667","122.495581666667","12.0483773633665","0.414951316124367","0.414951316124367","13","17101","","Southworth Ferry Terminal Dolphin Light A","PA","47-30-48.748N","122-29-44.094W","Fl Y 6s","Night","","","","On steel dolphin.","SIREN: 1bl ev 25s (5s bl)::Private Aid",""
"0","47.5133647222222","-122.4949675","122.4949675","12.0481296781372","0.415347659193934","0.415347659193934","13","17102","","Southworth Ferry Terminal Dolphin Light B","PA","47-30-48.113N","122-29-41.883W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.2783833333333","-122.416166666667","122.416166666667","11.8055958449093","0.41655046813268","0.41655046813268","13","17145","","Blair Waterway Lighted Buoy 2 ","PA","47-16-42.180N","122-24-58.200W","Fl R 4s","Night","","","","Red.","Private Aid",""
"0","47.5716666666667","-122.541944444444","122.541944444444","12.1116357338407","0.417838641675073","0.417838641675073","13","18045","","Clam Bay Fish Pen Lights (2)","PA","47-34-18.000N","122-32-31.000W","Fl Y 6s","Night","8","","","On pile.","Private Aid",""
"0","47.2848611111111","-122.414444444444","122.414444444444","11.8118357501154","0.418428495869806","0.418428495869806","13","17175","","Army Reserve Pier No. 23 Light A","PA","47-17-05.500N","122-24-52.000W","F Y","Night","","","","On corner of pier."," HORN: 1 bl ev 15s (2s bl).::Private Aid",""
"0","47.285","-122.414305555556","122.414305555556","11.8119579605595","0.418571756000459","0.418571756000459","13","17180","","Army Reserve Pier No. 23 Light B","PA","47-17-06.000N","122-24-51.500W","F Y","Night","","","","On corner of pier.","Private Aid",""
"0","47.285","-122.41","122.41","11.8114696079722","0.422875109158711","0.422875109158711","13","17190","","Port Of Tacoma Pier No. 25 Light","PA","47-17-06.000N","122-24-36.000W","F Y","Night","","","","On corner of pier."," (Bell: 1s stroke-14s si)::Private Aid",""
"0","47.2723666666667","-122.405176666667","122.405176666667","11.7983718079027","0.427485122994413","0.427485122994413","13","17167","","Blair Waterway Light 4","PA","47-16-20.520N","122-24-18.636W","Q R","Both","","","","On skeleton tower.","Lighted throughout 24 hours.::Private Aid",""
"0","47.27334","-122.403906666667","122.403906666667","11.7991955308759","0.428758090742447","0.428758090742447","13","17166","","Blair Waterway Light 3","PA","47-16-24.024N","122-24-14.064W","Q G","Both","","","","On skelton tower.","Lighted throughout 24 hours.::Private Aid",""
"0","47.2815","-122.403283333333","122.403283333333","11.8072331696702","0.429493053095288","0.429493053095288","13","17203","","Chinook Landing Light A","PA","47-16-53.400N","122-24-11.820W","Fl Y 4s","Night","","","","NY on pile.","Private Aid",""
"0","47.5766666666667","-122.53","122.53","12.1151559685033","0.429770767259063","0.429770767259063","13","18050","","Orchard Rocks Fish Pen Lights (3)","PA","47-34-36.000N","122-31-48.000W","Fl Y 6s","Night","","","","On aquaculture facility.","Private Aid",""
"0","47.2708033333333","-122.40277","122.40277","11.7965468296391","0.429891639777331","0.429891639777331","13","17169","","Blair Waterway Light 6","PA","47-16-14.892N","122-24-09.972W","Oc R 4s","Both","","","","On skeleton tower.","Lighted throughout 24 hours.::Private Aid",""
"0","47.2718475","-122.401463333333","122.401463333333","11.7974370617884","0.431197772773729","0.431197772773729","13","17168","","Blair Waterway Light 5","PA","47-16-18.651N","122-24-05.268W","Oc G 4s","Both","","","","On skeleton tower.","Lighted throughout 24 hours.::Private Aid",""
"0","47.5766666666667","-122.526666666667","122.526666666667","12.1147553863985","0.432124708274767","0.432124708274767","13","18049","","Rich Passage Fish Pen Lights (2)","PA","47-34-36.000N","122-31-36.000W","Fl Y 6s","Night","","","","On aquaculture facility.","Private Aid",""
"0","47.2797333333333","-122.400466666667","122.400466666667","11.8051605651937","0.43227189426126","0.43227189426126","13","17204","","Chinook Landing Light B","PA","47-16-47.040N","122-24-01.680W","Fl Y 4s","Night","","","","NY on pile.","Private Aid",""
"0","47.4531266666667","-122.438609444444","122.438609444444","11.9817582741723","0.433876169091127","0.433876169091127","13","16974","","East Vashon Outfall Pipe Lighted Buoy","PA","47-27-11.256N","122-26-18.994W","Fl W 6s","Night","","","","Orange and white buoy.","Private Aid",""
"0","47.5114911111111","-122.464186944444","122.464186944444","12.0426730859753","0.439712708316352","0.439712708316352","13","17099","","Vashon Ferry Terminal Light B","PA","47-30-41.368N","122-27-51.073W","Fl Y 10s","Night","","","","On steel dolphin.","SIREN: 1bl ev 20s (10s bl)::Private Aid",""
"0","47.2779194444444","-122.392922222222","122.392922222222","11.8025117172407","0.439784977259874","0.439784977259874","13","17206.1","","East 11th Street Tide Flats Barrier Light A","PA","47-16-40.510N","122-23-34.520W","Fl W 4s","Night","","","","NW on piling.","Supports floating barrier.::Private Aid",""
"0","47.5115538888889","-122.463505","122.463505","12.0426566506872","0.44031854274114","0.44031854274114","13","17098","","Vashon Ferry Terminal Light A","PA","47-30-41.594N","122-27-48.618W","Fl Y 10s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.2771388888889","-122.390119444444","122.390119444444","11.80142278795","0.442576908555369","0.442576908555369","13","17206.2","","East 11th Street Tide Flats Barrier Light B","PA","47-16-37.700N","122-23-24.430W","Fl W 4s","Night","","","","NW on piling.","Supports floating barrier.::Private Aid",""
"0","47.2768919444444","-122.388618888889","122.388618888889","11.8010099328001","0.444074302628396","0.444074302628396","13","17206.3","","East 11th Street Tide Flats Barrier Light C","PA","47-16-36.811N","122-23-19.028W","Fl W 4s","Night","","","","NW on piling.","Supports floating barrier.::Private Aid",""
"0","47.5441666666667","-122.480833333333","122.480833333333","12.0770602477978","0.44509019329594","0.44509019329594","13","16925","","Blake Island Light 1","PA","47-32-39.000N","122-28-51.000W","Fl G 4s","Night","11","","","SG on pile structure.","Private Aid",""
"0","47.2605555555556","-122.386388888889","122.386388888889","11.7845267592454","0.446407398062303","0.446407398062303","13","17160","","Blair Waterway Terminal Light B","PA","47-15-38.000N","122-23-11.000W","F Y","Night","11","","","On corner of pier.","Private Aid",""
"0","47.2743","-122.3827","122.3827","11.7977753373782","0.449969434013025","0.449969434013025","13","17207","","Hylebos Waterway Lighted Buoy 2","PA","47-16-27.480N","122-22-57.720W","Fl R 4s","Both","","","","Red","Private Aid",""
"0","47.2583333333333","-122.3825","122.3825","11.7818853406191","0.450354831279869","0.450354831279869","13","17165","","Blair Waterway Terminal Light A","PA","47-15-30.000N","122-22-57.000W","F Y","Night","11","","","On corner of pier.","Private Aid",""
"0","47.2531872222222","-122.373304722222","122.373304722222","11.7757517963747","0.459722957811333","0.459722957811333","13","17172","","Blair Waterway Range Front Light","PA","47-15-11.474N","122-22-23.897W","Q R","Night","","","","KRB on single steel pile.","Green light tube on dayboard.::Private Aid",""
"0","47.2513194444444","-122.370337222222","122.370337222222","11.773567946834","0.462765976057285","0.462765976057285","13","17173","","Blair Waterway Range Rear Light","PA","47-15-04.750N","122-22-13.214W","Iso R 6s","Night","","","334 yards, 132.8?? true from front light.","KRB on single steel pile.","Green light tube on dayboard.::Private Aid",""
"0","47.7278119444444","-122.744691944444","122.744691944444","12.292578953011","0.464669860576309","0.464669860576309","13","17838","","Bangor Carderock Pier Lights (5)","PA","47-43-40.123N","122-44-40.891W","Fl Y 4s","Night","","","","On pier.","Private Aid",""
"0","47.7302777777778","-122.747400833333","122.747400833333","12.2953906012283","0.466588745500513","0.466588745500513","13","17817","","Bangor South Floating Security Barrier Lights (108)","PA","47-43-49.000N","122-44-50.643W","Fl Y 2s","Night","","","","Gray floating barrier.","Navy maintained.  Floating steel barrier system marked by 108 lights.::Private Aid",""
"0","47.6197222222222","-122.520472222222","122.520472222222","12.1567613079733","0.467642182704643","0.467642182704643","13","18021","","Eagle Harbor Line Mooring System Lighted Buoys (5)","PA","47-37-11.000N","122-31-13.700W","Fl Y 2s","Night","","","","Mooring cable 200 feet in length.","Five lighted yellow spar buoys connected with cable 2 feet above water's surface.  ::Private Aid",""
"0","47.6209488888889","-122.519133888889","122.519133888889","12.1578199156482","0.469448960987622","0.469448960987622","13","18019.5","","Queen City Outstation Light B","PA","47-37-15.416N","122-31-08.882W","F Y","Night","","","","On corner of float dock.","Private Aid",""
"0","47.6207727777778","-122.518715833333","122.518715833333","12.1575953159903","0.469597283259782","0.469597283259782","13","18019","","Queen City Outstation Light A","PA","47-37-14.782N","122-31-07.377W","F Y","Night","","","","On corner of float dock.","Private Aid",""
"0","47.6197438888889","-122.514276944444","122.514276944444","12.1560464292107","0.471816567169338","0.471816567169338","13","18016.4","","Ferry Maintenance Facility Dolphin Light B","PA","47-37-11.078N","122-30-51.397W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.6175708333333","-122.511823888889","122.511823888889","12.1535979471039","0.471879570653522","0.471879570653522","13","18018","","Eagledale Mooring Light A","PA","47-37-03.255N","122-30-42.566W","Fl Y 4s","Night","","","","On dock.","Private Aid",""
"0","47.617575","-122.511459722222","122.511459722222","12.1535589600742","0.472130301660542","0.472130301660542","13","18018.5","","Eagledale Mooring Light B","PA","47-37-03.270N","122-30-41.255W","Fl Y 4s","Night","","","","On dock.","Private Aid",""
"0","47.6175","-122.51095","122.51095","12.1534241444068","0.472422300009221","0.472422300009221","13","18017","","Bainbridge Island Boat Yard Light A","PA","47-37-03.000N","122-30-39.420W","Fl Y 4s","Night","","","","On pile.","Private Aid",""
"0","47.6196108333333","-122.512371111111","122.512371111111","12.1556884029382","0.47300680466404","0.47300680466404","13","18016.3","","Ferry Maintenance Facility Dolphin Light A","PA","47-37-10.599N","122-30-44.536W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.6175972222222","-122.510167777778","122.510167777778","12.1534281218518","0.473026446284145","0.473026446284145","13","18017.5","","Bainbridge Island Boat Yard Light B","PA","47-37-03.350N","122-30-36.604W","Fl Y 4s","Night","","","","On pile.","Private Aid",""
"0","47.6214177777778","-122.508770555556","122.508770555556","12.1570566977253","0.47677665697091","0.47677665697091","13","18016.2","","Bainbridge Island Ferry Terminal Dolphin Light C","PA","47-37-17.104N","122-30-31.574W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.6221569444444","-122.508300555556","122.508300555556","12.1577351696136","0.477638391994736","0.477638391994736","13","18016.1","","Bainbridge Island Ferry Terminal Dolphin Light B","PA","47-37-19.765N","122-30-29.882W","Fl Y 6s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.6226038888889","-122.508237777778","122.508237777778","12.1581715722318","0.478009174163999","0.478009174163999","13","18016","","Bainbridge Island Ferry Terminal Dolphin Light A","PA","47-37-21.374N","122-30-29.656W","Fl Y 6s","Night","","","","On steel dolphin.","HORN: 1s-bl 15s-si, 3s-bl 10s-si::Private Aid",""
"0","47.7222222222222","-122.646388888889","122.646388888889","12.2740485219426","0.487654855412846","0.487654855412846","13","17977","","Liberty Bay Marina No Wake Lighted Buoy","PA","47-43-20.000N","122-38-47.000W","Fl W 4s","Night","","","","White can with orange bands and diamond worded NO WAKE.","Private Aid",""
"0","47.7507222222222","-122.734083333333","122.734083333333","12.3138406012363","0.489211985403105","0.489211985403105","13","17815","","Bangor North Floating Security Barrier Lights (111)","PA","47-45-02.600N","122-44-02.700W","Fl Y 2s","Night","","","","Gray floating barrier.","Navy maintained.  Floating steel barrier system marked by 111 lights.::Private Aid",""
"0","47.7226","-122.641183333333","122.641183333333","12.2737567511077","0.490014601677444","0.490014601677444","13","17975","","Liberty Bay Marina Light A","PA","47-43-21.360N","122-38-28.260W","F Y","Night","","","","On corner of marina.","Private Aid",""
"0","47.7613888888889","-122.850555555556","122.850555555556","12.3406530199281","0.49017063416765","0.49017063416765","13","17890","","Navy Warning Lights (2)","PA","47-45-41.000N","122-51-02.000W","Q Y","Night","","","","On building.","Fl R 5s lights will be displayed when the area is closed to navigation during naval operations.   Q Y lights will be displayed when the area requires caution.   When lights are not operational, area is clear to transit.  U.S. Navy Maintained.::Private Aid",""
"0","47.7235166666667","-122.642333333333","122.642333333333","12.2748129283806","0.490411060405675","0.490411060405675","13","17976","","Liberty Bay Marina Light B","PA","47-43-24.660N","122-38-32.400W","F Y","Both","","","","On corner of marina.","Private Aid",""
"0","47.7253","-122.64445","122.64445","12.2768524737104","0.491240247278253","0.491240247278253","13","17980.3","","Poulsbo Yacht Club Breakwater Light D","PA","47-43-31.080N","122-38-40.020W","F Y","Both","","","","Floating breakwater.","Private Aid",""
"0","47.7261","-122.645366666667","122.645366666667","12.2777632919611","0.491629347500507","0.491629347500507","13","17980.2","","Poulsbo Yacht Club Breakwater Light C","PA","47-43-33.960N","122-38-43.320W","F Y","Both","","","","Floating breakwater.","Private Aid",""
"0","47.7263166666667","-122.645566666667","122.645566666667","12.2780037970241","0.491753554504919","0.491753554504919","13","17980.1","","Poulsbo Yacht Club Breakwater Light B","PA","47-43-34.740N","122-38-44.040W","F Y","Both","","","","Floating breakwater.","Private Aid",""
"0","47.7264833333333","-122.645733333333","122.645733333333","12.2781904453278","0.491844324661322","0.491844324661322","13","17980","","Poulsbo Yacht Club Breakwater Light A","PA","47-43-35.340N","122-38-44.640W","F Y","Night","","","","Floating breakwater.","Private Aid",""
"0","47.7305555555556","-122.6475","122.6475","12.2824555370805","0.494949781323735","0.494949781323735","13","17990","","Middle Breakwater Light B","PA","47-43-50.000N","122-38-51.000W","Fl Y 10s","Night","","","","On piling.","Private Aid",""
"0","47.7319444444444","-122.649444444444","122.649444444444","12.2840824347835","0.49551584704668","0.49551584704668","13","17985","","North Breakwater Light A","PA","47-43-55.000N","122-38-58.000W","Fl R 4s","Night","","","","On piling.","Private Aid",""
"0","47.7308333333333","-122.646111111111","122.646111111111","12.2825529943745","0.495728387507281","0.495728387507281","13","17995","","South Breakwater Light C","PA","47-43-51.000N","122-38-46.000W","Fl Y 10s","Night","","","","On piling.","Private Aid",""
"0","47.5371638888889","-122.406116666667","122.406116666667","12.0616151729772","0.502487275891972","0.502487275891972","13","16917","","Point Williams Research Lighted Buoy","PA","47-32-13.790N","122-24-22.020W","Fl Y 4s","Both","","","","Yellow foam buoy.","Private Aid",""
"0","47.7032805555556","-122.575069444444","122.575069444444","12.246308045552","0.502741483691568","0.502741483691568","13","17946","","Agate Pass Fish Pen Light B","PA","47-42-11.810N","122-34-30.250W","Fl Y 4s","Night","","","","Floating fish pen.","Private Aid",""
"0","47.5233658333333","-122.397488611111","122.397488611111","12.046949756826","0.502781006156708","0.502781006156708","13","16970","","Fauntleroy Ferry Terminal Dolphin Light","PA","47-31-24.117N","122-23-50.959W","Fl Y 6s","Night","","","","On dolphin.","SIREN: 1bl ev 24s (4s bl)::Private Aid",""
"0","47.7035888888889","-122.574866666667","122.574866666667","12.2465891700785","0.503110167085715","0.503110167085715","13","17945","","Agate Pass Fish Pen Light A","PA","47-42-12.920N","122-34-29.520W","Fl Y 4s","Night","","","","Floating fish pen.","Private Aid",""
"0","47.4013888888889","-122.334722222222","122.334722222222","11.9189097160586","0.514589605313427","0.514589605313427","13","17044","","Des Moines Marina Lighted Buoy 1","PA","47-24-05.000N","122-20-05.000W","Fl G 2.5s","Night","","","","Green.","Private Aid",""
"0","47.7862694444444","-122.853122222222","122.853122222222","12.3656438145252","0.51513096909763","0.51513096909763","13","17897","","Quilcene Bay Fish Pen Lights (2)","PA","47-47-10.570N","122-51-11.240W","Fl Y 6s","Night","","","","On steel fish pen.","Private Aid",""
"0","47.7872222222222","-122.852138888889","122.852138888889","12.3664451077772","0.516044945401453","0.516044945401453","13","17899.1","","Quilcene Bay Mussel Raft Light A","PA","47-47-14.000N","122-51-07.700W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.7873055555556","-122.853083333333","122.853083333333","12.3666635276736","0.516164724061757","0.516164724061757","13","17899.4","","Quilcene Bay Mussel Raft Light D","PA","47-47-14.300N","122-51-11.100W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.4019444444444","-122.333055555556","122.333055555556","11.9192857585978","0.516342536723405","0.516342536723405","13","17045","","Des Moines Marina Light 3","PA","47-24-07.000N","122-19-59.000W","Fl G 4s","Night","","","","On pier.","Private Aid",""
"0","47.3966666666667","-122.331666666667","122.331666666667","11.9138907163979","0.516382371408591","0.516382371408591","13","17065","","Des Moines Breakwater Obstruction Light C","PA","47-23-48.000N","122-19-54.000W","Fl Y 6s","Night","","","","NY on breakwater.","Private Aid",""
"0","47.4022222222222","-122.331944444444","122.331944444444","11.9194445166882","0.517487782865581","0.517487782865581","13","17050","","Des Moines Marina Light A","PA","47-24-08.000N","122-19-55.000W","F Y","Night","","","","On pier.","Private Aid",""
"0","47.4016666666667","-122.331666666667","122.331666666667","11.9188627208698","0.517616624702323","0.517616624702323","13","17055","","Des Moines Marina Light 4","PA","47-24-06.000N","122-19-54.000W","Fl R 4s","Night","","","","TR on breakwater.","Private Aid",""
"0","47.7894444444444","-122.851694444444","122.851694444444","12.3685802579538","0.518249077725448","0.518249077725448","13","17899.2","","Quilcene Bay Mussel Raft Light B","PA","47-47-22.000N","122-51-06.100W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.7894166666667","-122.852472222222","122.852472222222","12.3686646798445","0.518250468077017","0.518250468077017","13","17899.5","","Quilcene Bay Mussel Raft Light E","PA","47-47-21.900N","122-51-08.900W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.4016666666667","-122.33","122.33","11.9186867505538","0.51922993852157","0.51922993852157","13","17060","","Des Moines Marina Light B","PA","47-24-06.000N","122-19-48.000W","F Y","Night","","","","On pier.","Private Aid",""
"0","47.7915","-122.852194444444","122.852194444444","12.3706863621458","0.520321782627692","0.520321782627692","13","17899.6","","Quilcene Bay Mussel Raft Light F","PA","47-47-29.400N","122-51-07.900W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.7915555555556","-122.851527777778","122.851527777778","12.3706454443784","0.520352700764499","0.520352700764499","13","17899.3","","Quilcene Bay Mussel Raft Light C","PA","47-47-29.600N","122-51-05.500W","Fl Y 6s","Night","","","","Wood mussel raft.","Private Aid",""
"0","47.7115","-122.534916666667","122.534916666667","12.2496066941417","0.531236378702658","0.531236378702658","13","17915","","Port Madison Lighted Mooring Buoy","PA","47-42-41.400N","122-32-05.700W","Fl W 4s","Night","","","","White with blue stripe.","Private Aid",""
"0","47.803","-122.804","122.804","12.3752313748087","0.532227272831817","0.532227272831817","13","17901","","Hood Canal Research Lighted Buoy D","PA","47-48-10.800N","122-48-14.400W","Fl (5)Y 20s","Both","","","","Yellow research buoy.","Private Aid",""
